name,address,lat,lng,kreis,district,group,size
Coop Supermarkt Zürich Kalandergasse,"Kalandergasse 4, 8045 Zürich, Schweiz",47.359146,8.5228009,Kreis 3,Alt-Wiedikon,competitors,1.0
Coop Supermarkt Zürich Zentrum Friesenberg,"Friesenbergpl. 3, 8045 Zürich, Schweiz",47.3611712,8.5065159,Kreis 3,Alt-Wiedikon,competitors,1.0
VOI Zürich - In der Ey,"Letzigraben 239, 8047 Zürich, Schweiz",47.37051,8.492829000000002,Kreis 3,Friesenberg,migros_group,1.0
Migros-Supermarkt - Zürich - Wollishofen,"Etzelstrasse 3, 8038 Zürich, Schweiz",47.34472220000001,8.53,Kreis 3,Friesenberg,migros_group,1.0
Migros-Supermarkt - Zürich - Leimbach Sihlbogen,"Leimbachstrasse 23, 8041 Zürich, Schweiz",47.336038300000006,8.518926,Kreis 3,Friesenberg,migros_group,1.0
KOL-TUV AG,"Aemtlerstrasse 8, 8003 Zürich, Schweiz",47.371184199999995,8.516499399999999,Kreis 3,Friesenberg,competitors,1.0
Arztpraxis Friesenberg AG,"Borrweg 65, 8055 Zürich, Schweiz",47.3615005,8.506895799999999,Kreis 3,Friesenberg,competitors,1.0
Friesenberg,"Friesenberg, Zürich, Schweiz",47.3588387,8.4977565,Kreis 3,Friesenberg,competitors,1.0
SPAR Supermarkt Bonstetten,"Dorfstrasse 15, 8906 Bonstetten, Schweiz",47.3148749,8.469689599999999,Kreis 3,Friesenberg,competitors,1.0
DHL Service Point (SPAR Supermarkt Zürich Greencity),"Spinnereipl. 3, 8041 Zürich, Schweiz",47.3383398,8.520264899999999,Kreis 3,Friesenberg,competitors,1.0
Friedhof Zürich Sihlfeld,"Aemtlerstrasse 151, 8003 Zürich, Schweiz",47.3758398,8.510604,Kreis 3,Sihlfeld,migros_group,1.0
Spartech-Zagalski,"Schimmelstrasse 3, 8003 Zürich, Schweiz",47.3696316,8.5252573,Kreis 3,Sihlfeld,competitors,1.0
Marktgasse,"Freilagerstrasse 61, 8047 Zürich, Schweiz",47.379816600000005,8.4890759,Kreis 3,Sihlfeld,competitors,1.0
Coop Supermarkt Zürich Wollishofen Seestr.,"Seestrasse 339, 8038 Zürich, Schweiz",47.347250599999995,8.5330098,Kreis 2,Wollishofen,competitors,1.0
VOI Zürich - Paradies,"Paradiesstrasse 3, 8038 Zürich, Schweiz",47.334755099999995,8.5294889,Kreis 2,Wollishofen,competitors,1.0
Lidl Schweiz,"Seestrasse 83 / 93, 8810 Horgen, Schweiz",47.263099999999994,8.59114,Kreis 2,Wollishofen,competitors,1.0
Denner Express,"Soodstrasse 52, 8134 Adliswil, Schweiz",47.320401,8.521865,Kreis 2,Leimbach,migros_group,0.3
Denner Discount,"Tiefackerstrasse 20, 8134 Adliswil, Schweiz",47.3153539,8.530547199999999,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Florastrasse 10 Ladenzentrum Bahnhof, 8134 Adliswil, Schweiz",47.3122946,8.5243374,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Hochweidstrasse 3, 8802 Kilchberg, Schweiz",47.3170757,8.5386927,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Parkside, Zürcherstrasse 6, 8803 Rüschlikon, Schweiz",47.3002974,8.5489748,Kreis 2,Leimbach,migros_group,1.0
Coop Supermarkt Zürich Leimbach,"Leimbachstrasse 200, 8041 Zürich, Schweiz",47.3262298,8.5143126,Kreis 2,Leimbach,competitors,1.0
Lidl Schweiz,"Centralweg 3, 8910 Affoltern am Albis, Schweiz",47.2780069,8.4530301,Kreis 2,Leimbach,competitors,1.0
Coop Pronto Shop Zürich am Bahnhof Enge,"Tessinerpl. 3, 8002 Zürich, Schweiz",47.3644142,8.5322192,Kreis 2,Enge,competitors,0.3
Hürlimannbad & Spa Zürich,"Brandschenkestrasse 150, 8002 Zürich, Schweiz",47.3649417,8.525115,Kreis 2,Enge,competitors,1.0
Hürlimann Areal - Zürich,"8002 Zürich, Schweiz",47.364863,8.525058099999999,Kreis 2,Enge,competitors,1.0
Seebad Enge,"Mythenquai 9, 8002 Zürich, Schweiz",47.361633999999995,8.5367532,Kreis 2,Enge,competitors,1.0
Fitnesspark Stockerhof,"Dreikönigstrasse 31A, 8002 Zürich, Schweiz",47.3663862,8.535049899999999,Kreis 2,Enge,competitors,1.0
Sauna am See,"Mythenquai 9, 8002 Zürich, Schweiz",47.361659499999995,8.5366731,Kreis 2,Enge,competitors,1.0
"Hammam & Spa, Stadtbad Zürich","Stauffacherstrasse 60, 8004 Zürich, Schweiz",47.3754248,8.5271998,Kreis 2,Enge,competitors,1.0
Labo Spa,"Talacker 41, 8001 Zürich, Schweiz",47.371893,8.534785,Kreis 2,Enge,competitors,1.0
Soi Siam - Wellness,"Tödistrasse 40, 8002 Zürich, Schweiz",47.3671322,8.534450699999999,Kreis 2,Enge,competitors,1.0
Zürich Enge,"Tessinerpl. 10, 8002 Zürich, Schweiz",47.3640792,8.5308349,Kreis 2,Enge,competitors,1.0
Wanna Wellness,"Grütlistrasse 36, 8002 Zürich, Schweiz",47.362273,8.5308982,Kreis 2,Enge,competitors,1.0
Origin Massage Enge - Medizinische Massage,"Seestrasse 11, 8002 Zürich, Schweiz",47.3650946,8.531901399999999,Kreis 2,Enge,competitors,1.0
Nagare Spa,"Seefeldstrasse 7A, 8002 Zürich, Schweiz",47.3663713,8.5350594,Kreis 2,Enge,competitors,1.0
QueenBee Beauty Spa Nguyen,"Bederstrasse 98, 8002 Zürich, Schweiz",47.3618123,8.5259882,Kreis 2,Enge,competitors,1.0
Aesthe,"Beethovenstrasse 45, 8002 Zürich, Schweiz",47.368299699999994,8.5349702,Kreis 2,Enge,competitors,1.0
Splash of Beauty,"Freigutstrasse 10, 8002 Zürich, Schweiz",47.3672562,8.532568500000002,Kreis 2,Enge,competitors,1.0
Swiss Thai Spa Krankenkasse Anerkannt Sihlcity,"Giesshübelstrasse 64, 8045 Zürich, Schweiz",47.358345199999995,8.5195049,Kreis 2,Enge,competitors,1.0
Recovery Place,"Bleicherweg 33, 8002 Zürich, Schweiz",47.3665262,8.534053,Kreis 2,Enge,competitors,1.0
Migros-Supermarkt - Zürich - Affoltern,"Jonas-Furrer-Strasse 21, 8046 Zürich, Schweiz",47.42047710000001,8.5081698,Kreis 11,Affoltern,migros_group,1.0
Migros-Supermarkt - Affoltern a. A.,"Oberdorfstrasse 4, 8910 Affoltern am Albis, Schweiz",47.2784382,8.4538412,Kreis 11,Affoltern,migros_group,1.0
Denner Discount,"In Böden 174, 8046 Zürich, Schweiz",47.4200534,8.5082922,Kreis 11,Affoltern,migros_group,1.0
Denner Discount,"Zürichstrasse 51, 8910 Affoltern am Albis, Schweiz",47.276131199999995,8.450270699999999,Kreis 11,Affoltern,migros_group,1.0
Coop Supermarkt Zürich Wehntalerstrasse,"Wehntalerstrasse 549, 8046 Zürich, Schweiz",47.418887,8.5055923,Kreis 11,Affoltern,competitors,1.0
Coop Supermarkt Affoltern am Albis,"Büelstrasse 15, 8910 Affoltern am Albis, Schweiz",47.2738709,8.445676299999999,Kreis 11,Affoltern,competitors,1.0
Coop Pronto,"Wehntalerstrasse 347, 8046 Zürich, Schweiz",47.4132527,8.5211243,Kreis 11,Affoltern,competitors,0.3
Coop Supermarkt Zürich Mühlackerstrasse,"Mühlackerstrasse 199, 8046 Zürich, Schweiz",47.4255113,8.4969846,Kreis 11,Affoltern,competitors,1.0
ALDI SUISSE,"Industriestrasse 5, 8910 Affoltern am Albis, Schweiz",47.2727428,8.447017899999999,Kreis 11,Affoltern,competitors,1.0
Migrol Service mit Shell-Treibstoff,"Thurgauerstrasse 100, 8052 Zürich, Schweiz",47.4197863,8.5563332,Kreis 11,Oerlikon,migros_group,1.0
mio by migrolino,"Glatttalstrasse 56, 8052 Zürich, Schweiz",47.4258307,8.5478256,Kreis 11,Oerlikon,migros_group,0.3
Coop Pronto Shop Zürich-Oerlikon Bahnhof,"Hofwiesenstrasse 369, 8050 Zürich, Schweiz",47.4112509,8.543221299999999,Kreis 11,Oerlikon,competitors,0.3
Coop Supermarkt Zürich Eleven,"Sophie-Taeuber-Strasse 4, 8050 Zürich, Schweiz",47.4134803,8.5410152,Kreis 11,Oerlikon,competitors,1.0
Center Eleven,"Therese-Giehse-Strasse 11, 8050 Zürich, Schweiz",47.4138847,8.5411181,Kreis 11,Oerlikon,competitors,1.0
Coop to go Zürich Oerlikon Bahnhof,"Schaffhauserstrasse 389, 8050 Zürich, Schweiz",47.4127736,8.5455649,Kreis 11,Oerlikon,competitors,0.3
Coop Supermarkt Zürich Hard Turm Park,"Pfingstweidstrasse 106, 8005 Zürich, Schweiz",47.391181,8.507968,Kreis 11,Oerlikon,competitors,1.0
Coop Pronto Shop Zürich Main Tower,"Thurgauerstrasse 36, 8050 Zürich, Schweiz",47.4138904,8.5514837,Kreis 11,Oerlikon,competitors,0.3
Coop Supermarkt Zürich Andreasturm,"Andreasstrasse 5, 8050 Zürich, Schweiz",47.412904999999995,8.5473555,Kreis 11,Oerlikon,competitors,1.0
Coop Supermarkt Zürich Schwellistrasse,"Schwellistrasse 69, 8052 Zürich, Schweiz",47.4249656,8.5376909,Kreis 11,Seebach,competitors,1.0
Coop Pronto,"Schaffhauserstrasse 499, 8052 Zürich, Schweiz",47.4214355,8.5497151,Kreis 11,Seebach,competitors,0.3
Coop Supermarkt Zürich Leutschenbach,"Leutschenbachstrasse 70, 8050 Zürich, Schweiz",47.416754,8.5564286,Kreis 11,Seebach,competitors,1.0
Fresh Shop Supermarkt-Seebach,"Schaffhauserstrasse 459, 8052 Zürich, Schweiz",47.4184272,8.546757,Kreis 11,Seebach,competitors,1.0
BioMago GmbH,"Eichrainstrasse 3, 8052 Zürich, Schweiz",47.4296418,8.5454134,Kreis 11,Seebach,competitors,1.0
Farmy,"Buckhauserstrasse 28, 8048 Zürich, Schweiz",47.3844854,8.4928249,Kreis 9,Albisrieden,competitors,1.0
Parkhaus Greenpark Letzi,"Mürtschenstrasse 26, 8048 Zürich, Schweiz",47.387667699999994,8.496969,Kreis 9,Albisrieden,competitors,1.0
Neumarkt Altstetten,"Altstetterstrasse 145, 8048 Zürich, Schweiz",47.3883626,8.4869653,Kreis 9,Altstetten,migros_group,1.0
My Post Service 8048 Zürich Altstetten Neumarkt Migros,"Altstetterstrasse 145, 8048 Zürich, Schweiz",47.388305599999995,8.4875973,Kreis 9,Altstetten,migros_group,1.0
Migros Take Away,"Altstetterstrasse 145, 8048 Zürich, Schweiz",47.3881717,8.4869196,Kreis 9,Altstetten,migros_group,1.0
VOI Zürich - Grünau,"Grünauring 37, 8064 Zürich, Schweiz",47.3960909,8.4864909,Kreis 9,Altstetten,migros_group,1.0
Einkaufszentrum Letzipark,"Baslerstrasse 50, 8048 Zürich, Schweiz",47.386609199999995,8.4987326,Kreis 9,Altstetten,competitors,1.0
Coop Pronto Shop mit Tankstelle Zürich Letzipark,"Hohlstrasse 461, 8048 Zürich, Schweiz",47.3878017,8.4986327,Kreis 9,Altstetten,competitors,0.3
CrossFit Kreis 9 Zürich,"Aargauerstrasse 250, 8048 Zürich, Schweiz",47.3930926,8.489806,Kreis 9,Altstetten,competitors,1.0
blume 3000 | Stadelhofen Bahnhof,"Stadelhoferstrasse 8, 8001 Zürich, Schweiz",47.3667707,8.5482961,Kreis 8,Seefeld,competitors,1.0
Chiida Spa Zürich Seefeld - Luxuriöse Thai Massage & Thai Spa,"Kreuzstrasse 19, 8008 Zürich, Schweiz",47.3630893,8.5490721,Kreis 8,Seefeld,competitors,1.0
Memory of Siam - Thai Massage Boutique SPA - Zürich Seefeld,"Florastrasse 47, 8008 Zürich, Schweiz",47.3618773,8.552469499999999,Kreis 8,Seefeld,competitors,1.0
Hammam Basar +Salon,"Mühlebachstrasse 157/159, 8008 Zürich, Schweiz",47.3570583,8.5585656,Kreis 8,Seefeld,competitors,1.0
Montra Lanna Gold– Thai Massage and Spa,"Kreuzstrasse 15, 8008 Zürich, Schweiz",47.362952199999995,8.5486773,Kreis 8,Seefeld,competitors,1.0
Razzia,"Seefeldstrasse 82, 8008 Zürich, Schweiz",47.360761,8.551613,Kreis 8,Seefeld,competitors,1.0
Aesthetics Medical AG,"Utoquai 37, 8008 Zürich, Schweiz",47.3637058,8.5467616,Kreis 8,Seefeld,competitors,1.0
Pure Beauty Spa,"Zollikerstrasse 82, 8008 Zürich, Schweiz",47.359503499999995,8.557518,Kreis 8,Seefeld,competitors,1.0
Andrea Wiedmer Kosmetik,"Florastrasse 1, 8008 Zürich, Schweiz",47.3609443,8.5485163,Kreis 8,Seefeld,competitors,1.0
Osswald Parfumerie & Facial Spa,"Bahnhofstrasse 17, 8001 Zürich, Schweiz",47.3690562,8.539221999999999,Kreis 8,Seefeld,competitors,1.0
Migros-Supermarkt - Zollikon - Dorf,"Rotfluhstrasse 100, 8702 Zollikon, Schweiz",47.3377418,8.5761609,Kreis 8,Weinegg,migros_group,1.0
Alnatura Bio Super Markt Zürich Kreuzplatz,"Kreuzpl. 20, 8008 Zürich, Schweiz",47.3643843,8.5541235,Kreis 8,Weinegg,migros_group,1.0
Quartierhof Wynegg,"Weineggstrasse 44A, 8008 Zürich, Schweiz",47.3581505,8.5652298,Kreis 8,Weinegg,migros_group,1.0
ALDI SUISSE,"Dorfpl. 14, 8126 Zumikon, Schweiz",47.3324879,8.6235581,Kreis 8,Weinegg,competitors,1.0
Weinegg,"Weinegg, Zürich, Schweiz",47.3521994,8.5695015,Kreis 8,Weinegg,competitors,1.0
AVIA SPAR express Egg,"Im Hanselmaa 2, 8132 Egg, Schweiz",47.304351,8.690660099999999,Kreis 8,Weinegg,competitors,0.3
migrolino-Shop,"Bucheggstrasse 130, 8057 Zürich, Schweiz",47.3983723,8.5385064,Kreis 6,Unterstrass,migros_group,0.3
Kreis 6,"Scheuchzerstrasse 65, 8006 Zürich, Schweiz",47.3861515,8.545218799999999,Kreis 6,Oberstrass,competitors,1.0
migrolino Dübendorf Sonnental,"Zürichstrasse 89, 8600 Dübendorf, Schweiz",47.3955583,8.606041,Kreis 7,Fluntern,migros_group,0.3
Wirbelsäulen- und Schmerz-Clinic Zürich WSC,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.351292099999995,8.5762077,Kreis 7,Hirslanden,migros_group,1.0
Dr. med. Philipp M. Lenzlinger | Unfallchirurgie | Traumatologie | Sportchirurgie,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.351653899999995,8.5764522,Kreis 7,Hirslanden,migros_group,1.0
Dr. Dominik Hinder | ORL-Zentrum Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3515322,8.576333199999999,Kreis 7,Hirslanden,migros_group,0.3
Dr. med. Mario Rancan | Gelenkchirurgie | Chirurgie & Traumatologie | Trauma Zentrum Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3515164,8.5764549,Kreis 7,Hirslanden,migros_group,1.0
Zentrum für Urologie Zürich - Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3509752,8.576271600000002,Kreis 7,Hirslanden,migros_group,1.0
Prof. Dr. med. Marius Keel | Wirbelsäulenchirurgie | Becken- und Hüftchirurgie,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3515488,8.5764493,Kreis 7,Hirslanden,migros_group,1.0
HerzKlinik Hirslanden - Klinik Hirslanden,"Klinik Hirslanden Witellikerstrasse 40 (Eingang Enzenbühltrakt, 8032 Zürich, Schweiz",47.3503209,8.5768043,Kreis 7,Hirslanden,competitors,1.0
Standort Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3503305,8.5765618,Kreis 7,Hirslanden,competitors,1.0
"Stiftung Hirslanden,","Witellikerstrasse 45, 8008 Zürich, Schweiz",47.3509561,8.5775771,Kreis 7,Hirslanden,competitors,1.0
migrolino Küsnacht Berg,"Seestrasse 139, 8700 Küsnacht, Schweiz",47.3168975,8.5800345,Kreis 7,Witikon,migros_group,0.3
migrolino Volketswil,"Industriestrasse 20A, 8604 Volketswil, Schweiz",47.380778,8.6739942,Kreis 7,Witikon,migros_group,0.3
migrolino Dübendorf Zur Schmiede,"Usterstrasse 44, 8600 Dübendorf, Schweiz",47.3963117,8.623351099999999,Kreis 7,Witikon,migros_group,0.3
Migusto - die Kochplattform der Migros,"Limmatstrasse 152, 8031 Zürich, Schweiz",47.3857134,8.532194,Kreis 5,Gewerbeschule,migros_group,1.0
Migros Museum für Gegenwartskunst,"Limmatstrasse 270, 8005 Zürich, Schweiz",47.3893211,8.525082399999999,Kreis 5,Gewerbeschule,migros_group,1.0
avec,"Hardpl. 1, 8004 Zürich, Schweiz",47.382970799999995,8.5149005,Kreis 5,Escher Wyss,migros_group,1.0
Coop to go,"St. Annagasse 11, 8001 Zürich, Schweiz",47.3727585,8.5368041,Kreis 4,Werd,competitors,0.3
Coop Vitality Apotheke Zürich Stauffacher,"Badenerstrasse 15, 8004 Zürich, Schweiz",47.37342350000001,8.5303361,Kreis 4,Werd,competitors,1.0
Greencity,"Spinnereipl. 8041, 8041 Zürich, Schweiz",47.3402416,8.5206628,Kreis 4,Werd,competitors,1.0
My Post Service 8004 Zürich HB Sihlquai Migros,"Passage Sihlquai, 8004 Zürich, Schweiz",47.3788238,8.5365103,Kreis 4,Langstrasse,migros_group,1.0
My Post Service 8004 Zürich Sihlhallenstrasse Denner,"Sihlhallenstrasse 5, 8004 Zürich, Schweiz",47.379546999999995,8.5270768,Kreis 4,Langstrasse,migros_group,1.0
Kafi für Dich,"Stauffacherstrasse 141, 8004 Zürich, Schweiz",47.3772202,8.5230344,Kreis 4,Langstrasse,competitors,1.0
Sparhafen Bank AG,"Fraumünsterstrasse 21, 8001 Zürich, Schweiz",47.369132,8.540540000000002,Kreis 4,Langstrasse,competitors,1.0
Shell Station,"Bullingerstrasse 73, 8004 Zürich, Schweiz",47.381657999999995,8.509571,Kreis 4,Hard,migros_group,1.0
Angst AG Zürich,"Herdernstrasse 61, 8004 Zürich, Schweiz",47.3842546,8.5052788,Kreis 4,Hard,competitors,1.0
LSI Zurich,"Kreuzstrasse 36, 8008 Zürich, Schweiz",47.3634266,8.5504251,Kreis 1,Hochschulen,competitors,1.0
Sparhafen Immobilien AG,"Fraumünsterstrasse 23, 8001 Zürich, Schweiz",47.369206,8.5404962,Kreis 1,Hochschulen,competitors,1.0
migrolino Bahnhof Wallisellen,"Bahnhofpl. 1A, 8304 Wallisellen, Schweiz",47.4129285,8.5914912,Kreis 1,Lindenhof,migros_group,0.3
migrolino Dietikon Bahnhof,"Bahnhofpl. 8, 8953 Dietikon, Schweiz",47.4063743,8.40452,Kreis 1,Lindenhof,migros_group,0.3
migrolino Glattbrugg,"Schaffhauserstrasse 40, 8152 Opfikon, Schweiz",47.4289971,8.5593152,Kreis 1,Lindenhof,migros_group,0.3
migrolino AG Hauptsitz,"Wynenfeld 3, 5034 Suhr, Schweiz",47.3828866,8.0881467,Kreis 1,Lindenhof,migros_group,0.3
migrolino Obermeilen,"Seestrasse 801, 8706 Meilen, Schweiz",47.2656056,8.6526911,Kreis 1,Lindenhof,migros_group,0.3
ALDI SUISSE,"Hofwiesenstrasse 42, 8153 Rümlang, Schweiz",47.4504138,8.5381529,Kreis 1,Lindenhof,competitors,1.0
SPAR Supermarkt Sarnen,"Lindenhof 7, 6060 Sarnen, Schweiz",46.897307,8.247574,Kreis 1,Lindenhof,competitors,1.0
DHL Service Point (SPAR EXPRESS Zurich),"Neunbrunnenstrasse 40, 8052 Zürich, Schweiz",47.41723,8.54058,Kreis 1,Lindenhof,competitors,0.3
Parkgarage Migros City Löwenstrasse,"Migros-Supermarkt - Zürich - City, Löwenstrasse 35, 8001 Zürich, Schweiz",47.3751737,8.5362066,Kreis 1,City,migros_group,1.0
City Shop - Zürich Niederdorf,"Mühlegasse 7, 8001 Zürich, Schweiz",47.374408599999995,8.543719399999999,Kreis 1,City,competitors,1.0
Parfumerie La Profumeria,"Glockengasse 3, 8001 Zürich, Schweiz",47.3719164,8.5406087,Kreis 1,City,competitors,1.0
Lakomka Zürich,"Ueberlandstrasse 14, 8051 Zürich, Schweiz",47.404137,8.557130599999999,Kreis 12,Saatlen,migros_group,1.0
ALDI SUISSE,"Balz-Zimmermannstrasse 7, 8152 Opfikon, Schweiz",47.4390209,8.5704309,Kreis 12,Saatlen,competitors,1.0
ALDI SUISSE,"Bahnhofstrasse 6, 8302 Kloten, Schweiz",47.448978,8.582613,Kreis 12,Saatlen,competitors,1.0
Kirche Saatlen,"Saatlenstrasse 240, 8050 Zürich, Schweiz",47.410245,8.5638902,Kreis 12,Saatlen,competitors,1.0
SPAR express Rümlang,"Oberglatterstrasse 35, 8153 Rümlang, Schweiz",47.4642074,8.526148599999999,Kreis 12,Saatlen,competitors,0.3
Schwamendingerplatz,"8051 Zürich, Schweiz",47.4045941,8.5718861,Kreis 12,Schwamendingen-Mitte,competitors,1.0
Migros-Supermarkt - Dübendorf,"Unterdorfstrasse 7, 8600 Dübendorf, Schweiz",47.3981096,8.6176206,Kreis 12,Hirzenbach,migros_group,1.0
Denner Discount,"Neuweg 4, 8600 Dübendorf, Schweiz",47.3964006,8.6129674,Kreis 12,Hirzenbach,migros_group,1.0
Denner Discount,"Wallisellenstrasse 17, 8600 Dübendorf, Schweiz",47.398554399999995,8.618086,Kreis 12,Hirzenbach,migros_group,1.0
Schulhaus Hirzenbach,"Luchswiesenstrasse 186, 8051 Zürich, Schweiz",47.4046344,8.5873233,Kreis 12,Hirzenbach,competitors,1.0
SAW Siedlung Hirzenbach,"Hirzenbachstrasse 85, 8051 Zürich, Schweiz",47.4055605,8.5867329,Kreis 12,Hirzenbach,competitors,1.0
Sportzentrum Heerenschürli,"Helen-Keller-Strasse 20, 8051 Zürich, Schweiz",47.4011059,8.5953503,Kreis 12,Hirzenbach,competitors,1.0
Coop Supermarkt Zürich Bombach,"Frankentalerstrasse 20, 8049 Zürich, Schweiz",47.4058719,8.481415499999999,Kreis 10,Höngg,competitors,1.0
Coop Supermarkt Zürich Rütihof,"Rütihofstrasse 15, 8049 Zürich, Schweiz",47.4137365,8.479615800000001,Kreis 10,Höngg,competitors,1.0
Coop Pronto Shop mit Tankstelle Zürich Höngg,"Am Wasser 146, 8049 Zürich, Schweiz",47.399528,8.497225,Kreis 10,Höngg,competitors,0.3
Höngger Zeitung,"Meierhofpl. 2, 8049 Zürich, Schweiz",47.4015236,8.499991699999999,Kreis 10,Höngg,competitors,1.0
Maxim Food,"Wehntalerstrasse 530, 8046 Zürich, Schweiz",47.4184223,8.5087023,Kreis 10,Höngg,competitors,1.0
Stadtmagazin Kreis10,"Kyburgstrasse 29, 8037 Zürich, Schweiz",47.3930729,8.5262726,Kreis 10,Höngg,competitors,1.0
Stadtammannamt und Betreibungsamt Zürich 3,"Sihlfeldstrasse 10, 8003 Zürich, Schweiz",47.3729588,8.5175187,Kreis 3,Alt-Wiedikon,competitors,1.0
Swiss Star Zurich Sihlfeld - contactless self check-in,"Dubsstrasse 30, 8003 Zürich, Schweiz",47.3675614,8.5217178,Kreis 3,Sihlfeld,competitors,1.0
Migros Take Away,"Etzelstrasse 3, 8038 Zürich, Schweiz",47.344668299999995,8.5299635,Kreis 2,Wollishofen,migros_group,1.0
VOI Zürich - Leimbach,"Ankenweid 10, 8041 Zürich, Schweiz",47.3298113,8.5153465,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Areal Sternen, Zürcherstrasse 110, 8903 Birmensdorf, Schweiz",47.359685,8.454051,Kreis 2,Leimbach,migros_group,1.0
Rentenwiese,"General-Guisan-Quai 37, 8002 Zürich, Schweiz",47.363149,8.536204099999999,Kreis 2,Enge,competitors,1.0
Alexandra Sommerauer - Balance & Flow @ Origin-Massage,"Seestrasse 11, 8002 Zürich, Schweiz",47.3650998,8.5318979,Kreis 2,Enge,competitors,1.0
Medical Massage & SPA Viktor,"Brandschenkestrasse 82, 8002 Zürich, Schweiz",47.3662359,8.526218799999999,Kreis 2,Enge,competitors,1.0
Renate Stangl Massagen,"Gotthardstrasse 56, 8002 Zürich, Schweiz",47.3650052,8.532994799999999,Kreis 2,Enge,competitors,1.0
Coop Pronto Shop mit Tankstelle Zürich Wehntalerstrasse,"Wehntalerstrasse 351, 8046 Zürich, Schweiz",47.4133764,8.5206838,Kreis 11,Affoltern,competitors,0.3
Migros Bank Niederlassung - Zürich - Oerlikon,"Nansenstrasse 21, 8050 Zürich, Schweiz",47.4103037,8.5441406,Kreis 11,Oerlikon,migros_group,1.0
Migros Take Away,"Hofwiesenstrasse 350/354, 8050 Zürich, Schweiz",47.410671699999995,8.542944300000002,Kreis 11,Oerlikon,migros_group,1.0
Personenmeldeamt Zürich Nord (ehem. «Kreisbüro»),"2. OG, Hofwiesenstrasse 370, 8050 Zürich, Schweiz",47.4112827,8.544737399999999,Kreis 11,Oerlikon,migros_group,1.0
